State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Nebraska,Scotts Bluff,4/1/2022,EA H5,Canada goose,Wild bird mortality NDA (9)
Nebraska,Scotts Bluff,4/1/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDA (9)
Colorado,Morgan,4/1/2022,EA/AM H5N1,Snow goose,Wild bird mortality CO Parks & Wildlife
North Dakota,Cass,4/6/2022,EA/AM H5N1,Snowy owl,Wild bird mortality NDGF/USGS (21)
North Dakota,Renville,4/6/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NDGF/USGS (21)
North Dakota,Mercer,4/6/2022,EA/AM H5N1,Great horned owl,Wild bird mortality NDGF/USGS (21)
North Dakota,Mercer,4/6/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NDGF/USGS (21)
Minnesota,Blue Earth,4/6/2022,EA/AM H5N1,Canada goose,Wild bird mortality MN DNR/USGS (22)
South Dakota,Minnehaha,4/1/2022,EA H5N1,Bald eagle,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Aurora,3/29/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Stanley,3/29/2022,EA H5N1,Red-tailed hawk,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Codington,3/28/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Aurora,3/28/2022,EA/AM H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Day,3/28/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Kingsbury,3/28/2022,EA/AM H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
Oklahoma,Payne,3/28/2022,EA H5,Mallard,"Wild bird mortality OK Dept of Agriculture, Food and Forestry"
New York,Suffolk,3/25/2022,EA H5N1,Pheasant (unidentified),Wild bird mortality NYSDAM (25)
New York,Suffolk,3/25/2022,EA H5N1,Pheasant (unidentified),Wild bird mortality NYSDAM (25)
New York,Suffolk,3/25/2022,EA H5N1,Pheasant (unidentified),Wild bird mortality NYSDAM (25)
Vermont,Franklin,4/7/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Florida,Seminole,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
Florida,Seminole,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
Florida,Duval,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
South Carolina,Lexington,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality SC DNR/SCWDS (26)
Kansas,Riley,3/28/2022,EA H5N1,Bald eagle,Wild bird mortality KDWP/SCWDS (14)
Kansas,Clay,3/28/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA H5,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jefferson,3/28/2022,EA H5N1,American white pelican,Wild bird mortality KDWP/SCWDS (14)
Georgia,Glynn,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality GDNR/SCWDS (12)
Georgia,Chatham,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality GDNR/SCWDS (12)
Georgia,Liberty,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality GDNR/SCWDS (12)
Maine,York,3/24/2022,EA H5N1,Canada goose,Wild bird mortality MDIFW/USGS (24)
Montana,Gallatin,4/15/2022,EA/AM H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Lewis and Clark,4/15/2022,EA/AM H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Minnesota,Houston,4/15/2022,EA/AM H5N1,Great horned owl,Wild bird mortality MN DNR/USGS (22)
South Dakota,Faulk,4/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Faulk,4/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Grand Forks,4/12/2022,EA H5N1,American crow,Wild bird mortality NWDP
Missouri,Buchanan,4/12/2022,EA H5N1,American white pelican,Agency harvest NWDP
Tennessee,Davidson,4/12/2022,,Canada goose,Wild bird mortality NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
New Hampshire,Belknap,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
New Hampshire,Belknap,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Anoka,4/14/2022,EA H5N1,Mallard,Agency harvest NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Sargent,4/15/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Minnesota,Anoka,4/14/2022,EA H5,Mallard,Agency harvest NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Sargent,4/14/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Hennepin,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Sargent,4/14/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Mclean,4/15/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Ohio,Clinton,4/15/2022,EA/AM H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
Ohio,Montgomery,4/15/2022,EA/AM H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
Wisconsin,Juneau,4/14/2022,EA/AM H5N1,Hooded merganser,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Juneau,4/14/2022,EA/AM H5N1,Hooded merganser,Wild bird mortality WI DNR/USGS (20)
Illinois,Will,4/14/2022,EA/AM H5N1,Bald eagle,Wild bird mortality IL DNR/USGS
Wisconsin,Pepin,4/14/2022,EA/AM H5N1,Bald eagle,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Brown,4/14/2022,EA/AM H5N1,Mute swan,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Vernon,4/8/2022,EA H5N1,Snowy owl,Wild bird mortality WI DNR/USGS (20)
South Dakota,Lincoln,4/15/2022,EA H5,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
South Dakota,Lake,4/12/2022,EA/AM H5N1,Lesser scaup,"Wild bird mortality SD Game, Fish, and Parks"
Ohio,Cuyahoga,3/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality OH DNR/USGS (17)
Ohio,Cuyahoga,3/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality OH DNR/USGS (17)
North Dakota,Ward,4/6/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Wells,4/15/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Wright,4/15/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Minnesota,Washington,4/15/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Minnesota,Pope,4/15/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
Minnesota,Lyon,4/15/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
Minnesota,Lyon,4/15/2022,EA H5N1,Greater white-fronted goose,Wild bird mortality NWDP
Minnesota,Carver,4/15/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Carver,4/15/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Mcleod,4/15/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Minnesota,Grant,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
Illinois,Fulton,4/15/2022,EA H5,Redhead duck,Live bird NWDP
Illinois,Fulton,4/15/2022,EA H5,Lesser scaup,Live bird NWDP
Illinois,Fulton,4/15/2022,EA H5,Lesser scaup,Live bird NWDP
Wisconsin,Columbia,4/15/2022,EA H5N1,Trumpeter swan,Wild bird mortality NWDP
Wisconsin,Dane,4/15/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Dane,4/15/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Racine,4/15/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Dodge,4/15/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Dane,4/15/2022,EA H5,Sandhill crane,Wild bird mortality NWDP
Vermont,Washington,4/19/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Minnesota,Anoka,4/19/2022,EA H5,Wood duck,Agency harvest NWDP
Minnesota,Anoka,4/19/2022,EA H5,Mallard,Agency harvest NWDP
Minnesota,Anoka,4/19/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Anoka,4/19/2022,EA H5,Wood duck,Agency harvest NWDP
North Dakota,Pierce,4/19/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Pierce,4/19/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Pierce,4/19/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Pierce,4/19/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Sheridan,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Sheridan,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Common goldeneye,Wild bird mortality NWDP
North Dakota,Foster,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Foster,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Sheridan,4/19/2022,EA H5,Snow goose,Hunter harvest NWDP
North Dakota,Sheridan,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Sheridan,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Sheridan,4/19/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
North Dakota,Sheridan,4/19/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
North Dakota,Mercer,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Grant,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Cooper's hawk,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Rough-legged hawk,Wild bird mortality NWDP
North Dakota,Ramsey,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Stutsman,4/19/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
North Dakota,Stutsman,4/19/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
North Dakota,Stutsman,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Stutsman,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Wisconsin,Lincoln,4/19/2022,EA H5N1,Canada goose,Agency harvest NWDP
North Dakota,Burleigh,4/19/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
New Hampshire,Rockingham,4/20/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,4/19/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Wisconsin,Lincoln,4/20/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Wisconsin,Lincoln,4/20/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Wisconsin,Dodge,4/20/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Rock,4/20/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Richland,4/20/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Dane,4/20/2022,EA H5N1,Snowy owl,Wild bird mortality NWDP
Wisconsin,Sheboygan,4/20/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Fond Du Lac,4/20/2022,EA H5N1,Tundra swan,Wild bird mortality NWDP
Illinois,Cook,4/14/2022,EA/AM H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Illinois,Cook,4/14/2022,EA H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Illinois,Cook,4/14/2022,EA/AM H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Illinois,Cook,4/14/2022,EA/AM H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Illinois,Cook,4/14/2022,EA/AM H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Illinois,Cook,4/14/2022,EA/AM H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Illinois,Cook,4/14/2022,EA/AM H5N1,Cormorant (unidentified),Wild bird mortality Forest Preserve Dist of Cook County
Minnesota,Anoka,4/21/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Anoka,4/21/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Anoka,4/21/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Anoka,4/21/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Cass,4/21/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Minnesota,Itasca,4/21/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Chippewa,4/21/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Minnesota,Chisago,4/21/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Scott,4/21/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Mahnomen,4/21/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
Minnesota,Isanti,4/21/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Isanti,4/21/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Washington,4/21/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Florida,Duval,4/20/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Duval,4/20/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Duval,4/20/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Duval,4/20/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Osceola,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Kansas,Jewell,4/1/2022,EA/AM H5N1,Ross's goose,Wild bird mortality KDWP/SCWDS (14)
South Carolina,Colleton,4/1/2022,EA/AM H5N1,Bald eagle,Wild bird mortality SC DNR/SCWDS (26)
Florida,Dixie,4/1/2022,EA/AM H5N1,Common loon,Wild bird mortality FFWCC/SCWDS (10)
Florida,Dixie,4/1/2022,EA/AM H5N1,Laughing gull,Wild bird mortality FFWCC/SCWDS (10)
Florida,Dixie,4/1/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC/SCWDS (10)
Florida,Brevard,4/1/2022,EA/AM H5N1,Herring gull,Wild bird mortality FFWCC/SCWDS (10)
Wyoming,Converse,4/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wyoming,Park,4/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wyoming,Park,4/21/2022,EA H5N1,Snow goose,Wild bird mortality WY Game and Fish Department
Wyoming,Albany,4/21/2022,EA H5N1,Vulture (unidentified),Wild bird mortality WY Game and Fish Department
Wyoming,Sheridan,4/20/2022,EA H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Sheridan,4/20/2022,EA H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Park,4/20/2022,EA/AM H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Albany,4/15/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wyoming,Fremont,4/14/2022,EA/AM H5N1,Goose (unidentified),Wild bird mortality WY Game and Fish Department
Wyoming,Park,4/7/2022,EA/AM H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Park,4/7/2022,EA/AM H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Park,4/7/2022,EA/AM H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wyoming,Fremont,4/6/2022,EA/AM H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Pennsylvania,Venango,3/28/2022,EA H5N1,Merganser (unidentified),Wild bird mortality PA Game Commission
Pennsylvania,Venango,3/28/2022,EA H5N1,Merganser (unidentified),Wild bird mortality PA Game Commission
Pennsylvania,Venango,3/28/2022,EA H5N1,Merganser (unidentified),Wild bird mortality PA Game Commission
Pennsylvania,Venango,3/28/2022,EA H5N1,Merganser (unidentified),Wild bird mortality PA Game Commission
Pennsylvania,Venango,3/28/2022,EA H5N1,Merganser (unidentified),Wild bird mortality PA Game Commission
North Dakota,Sargent,4/26/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Sargent,4/26/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Dodge,4/26/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Lincoln,4/26/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Outagamie,4/26/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Winnebago,4/26/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Wisconsin,Door,4/26/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Waukesha,4/26/2022,EA H5N1,Wood Duck,Wild bird mortality NWDP
North Dakota,Ransom,4/26/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
Wisconsin,Jefferson,4/26/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Colorado,Denver,4/29/2022,EA H5N1,American green-winged teal,Agency harvest NWDP
North Dakota,Towner,4/29/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
North Dakota,Towner,4/29/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Wisconsin,Brown,4/29/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,4/29/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,4/29/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,4/29/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Illinois,Cook,4/29/2022,EA H5N1,Mallard,Agency harvest NWDP
Minnesota,Anoka,4/29/2022,EA H5N1,Mallard,Agency harvest NWDP
Minnesota,Anoka,4/29/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Anoka,4/29/2022,EA H5N1,Wood duck,Agency harvest NWDP
Minnesota,Freeborn,4/29/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Pine,4/29/2022,EA H5N1,American crow,Wild bird mortality NWDP
Minnesota,Nicollet,4/29/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Stevens,4/29/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
